epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
117,9241.95,0.20729,0.2711,0.1668,0.78938,0,0.99902,0.99742,0.99499,0.99208,0.99902,0.99742,0.99499,0.96517,0.15883,0.24259,0.08972,0.75767,0,0.000763797,0.000763797,0.000763797
118,9320.84,0.20744,0.27083,0.16749,0.78935,0,0.99908,0.99737,0.99499,0.99208,0.99908,0.99737,0.99499,0.96517,0.15889,0.24257,0.08966,0.75764,0,0.000748766,0.000748766,0.000748766
119,9400.32,0.20689,0.27004,0.16494,0.78819,0,0.99904,0.99736,0.99499,0.99209,0.99904,0.99736,0.99499,0.96519,0.15875,0.24244,0.08967,0.75761,0,0.000733799,0.000733799,0.000733799
120,9479.73,0.20585,0.27172,0.16636,0.78966,0,0.99883,0.99763,0.99499,0.99209,0.99883,0.99763,0.99499,0.9651,0.15868,0.24237,0.08936,0.7576,0,0.0007189,0.0007189,0.0007189
121,9558.77,0.20583,0.27166,0.16462,0.78976,0,0.99878,0.9977,0.99499,0.99209,0.99878,0.9977,0.99499,0.96519,0.15867,0.24237,0.08927,0.75759,0,0.000704073,0.000704073,0.000704073
122,9638.3,0.20597,0.26979,0.16404,0.78821,0,0.99887,0.99762,0.99499,0.99209,0.99887,0.99762,0.99499,0.96509,0.1587,0.24242,0.08934,0.75758,0,0.000689322,0.000689322,0.000689322
123,9717.29,0.20499,0.27071,0.16464,0.78922,0,0.99883,0.99763,0.99499,0.99208,0.99883,0.99763,0.99499,0.96521,0.15862,0.24238,0.0891,0.75756,0,0.000674649,0.000674649,0.000674649
124,9796.56,0.20499,0.2686,0.16403,0.78848,0,0.99902,0.99751,0.99499,0.99207,0.99902,0.99751,0.99499,0.96533,0.15844,0.24231,0.089,0.75754,0,0.00066006,0.00066006,0.00066006
125,9875.24,0.20502,0.26928,0.16375,0.78781,0,0.99901,0.99755,0.99499,0.99208,0.99901,0.99755,0.99499,0.96545,0.15839,0.24228,0.08898,0.75752,0,0.000645557,0.000645557,0.000645557
126,9954.24,0.20558,0.26832,0.16356,0.78852,0,0.99887,0.99761,0.99499,0.99227,0.99887,0.99761,0.99499,0.96528,0.15843,0.24222,0.08884,0.75749,0,0.000631143,0.000631143,0.000631143
127,10032.8,0.20438,0.26848,0.16251,0.78817,0,0.99887,0.9976,0.99499,0.99227,0.99887,0.9976,0.99499,0.96519,0.15847,0.24224,0.08891,0.75747,0,0.000616824,0.000616824,0.000616824
128,10111.5,0.20533,0.26832,0.16386,0.78892,0,0.99888,0.99761,0.99499,0.99237,0.99888,0.99761,0.99499,0.96528,0.15836,0.2421,0.08873,0.75745,0,0.000602601,0.000602601,0.000602601
129,10190,0.20425,0.26639,0.16327,0.78858,0,0.9989,0.99762,0.99499,0.99246,0.9989,0.99762,0.99499,0.96548,0.15827,0.2421,0.08867,0.75742,0,0.000588479,0.000588479,0.000588479
130,10268.9,0.20351,0.26842,0.16167,0.78823,0,0.99889,0.99764,0.99499,0.99247,0.99889,0.99764,0.99499,0.96539,0.15821,0.24209,0.08861,0.75741,0,0.00057446,0.00057446,0.00057446
131,10347.8,0.20399,0.26705,0.16189,0.78812,0,0.99885,0.99766,0.99499,0.99238,0.99885,0.99766,0.99499,0.9653,0.15808,0.24204,0.08854,0.75739,0,0.000560549,0.000560549,0.000560549
132,10426.6,0.20362,0.26875,0.16139,0.788,0,0.99884,0.99768,0.99499,0.99247,0.99884,0.99768,0.99499,0.96555,0.15808,0.242,0.08848,0.75738,0,0.000546749,0.000546749,0.000546749
133,10505.4,0.20352,0.26677,0.16113,0.78836,0,0.99883,0.99769,0.99499,0.99247,0.99883,0.99769,0.99499,0.96545,0.15824,0.24206,0.08853,0.75736,0,0.000533064,0.000533064,0.000533064
134,10584.5,0.20337,0.26811,0.16036,0.78847,0,0.99885,0.99767,0.99499,0.99247,0.99885,0.99767,0.99499,0.9655,0.15813,0.24209,0.08843,0.75736,0,0.000519496,0.000519496,0.000519496
135,10663.4,0.20338,0.26824,0.15842,0.78831,0,0.99887,0.99764,0.99499,0.99236,0.99887,0.99764,0.99499,0.96547,0.15818,0.24216,0.08841,0.75736,0,0.000506049,0.000506049,0.000506049
136,10742.1,0.20319,0.26605,0.15916,0.7882,0,0.99885,0.99763,0.99499,0.99248,0.99885,0.99763,0.99499,0.96537,0.15816,0.24211,0.08835,0.75737,0,0.000492726,0.000492726,0.000492726
137,10821.4,0.20184,0.2663,0.15702,0.787,0,0.99885,0.99767,0.99499,0.99247,0.99885,0.99767,0.99499,0.96556,0.15799,0.24204,0.08816,0.75735,0,0.000479531,0.000479531,0.000479531
138,10900,0.20152,0.2642,0.15768,0.78717,0,0.99883,0.99768,0.99499,0.99248,0.99883,0.99768,0.99499,0.96556,0.15798,0.24205,0.08819,0.75733,0,0.000466467,0.000466467,0.000466467
139,10976.9,0.20193,0.26546,0.15745,0.7882,0,0.99886,0.99763,0.99499,0.99249,0.99886,0.99763,0.99499,0.96579,0.15796,0.24199,0.08801,0.75732,0,0.000453537,0.000453537,0.000453537
140,11053.7,0.20236,0.265,0.15782,0.78766,0,0.99887,0.99761,0.99499,0.99247,0.99887,0.99761,0.99499,0.96539,0.158,0.24199,0.08808,0.75731,0,0.000440745,0.000440745,0.000440745
141,11130.2,0.20163,0.26553,0.15716,0.78696,0,0.99877,0.99771,0.99499,0.99246,0.99877,0.99771,0.99499,0.96568,0.15807,0.24193,0.08797,0.75731,0,0.000428093,0.000428093,0.000428093
142,11206.8,0.20112,0.26415,0.15568,0.7873,0,0.99876,0.99776,0.99499,0.99247,0.99876,0.99776,0.99499,0.96561,0.15801,0.24193,0.08793,0.7573,0,0.000415584,0.000415584,0.000415584
143,11283.5,0.20139,0.26456,0.156,0.78752,0,0.99878,0.99776,0.99499,0.99247,0.99878,0.99776,0.99499,0.96549,0.15797,0.24197,0.0879,0.75729,0,0.000403222,0.000403222,0.000403222
144,11359.9,0.20101,0.26605,0.15567,0.78769,0,0.9988,0.99769,0.99499,0.99249,0.9988,0.99769,0.99499,0.96555,0.15789,0.24195,0.08777,0.75729,0,0.00039101,0.00039101,0.00039101
145,11436.9,0.20133,0.26495,0.15537,0.78739,0,0.99882,0.99771,0.99499,0.99248,0.99882,0.99771,0.99499,0.96559,0.15797,0.2419,0.08786,0.75727,0,0.00037895,0.00037895,0.00037895
146,11513.7,0.20035,0.26565,0.15463,0.78744,0,0.99883,0.9977,0.99499,0.99249,0.99883,0.9977,0.99499,0.96556,0.15785,0.24187,0.08777,0.75725,0,0.000367046,0.000367046,0.000367046
147,11590.5,0.20097,0.26522,0.15551,0.78774,0,0.99882,0.99772,0.99499,0.99249,0.99882,0.99772,0.99499,0.96573,0.15774,0.24182,0.0876,0.75725,0,0.000355301,0.000355301,0.000355301
148,11667.2,0.20109,0.26389,0.15567,0.78726,0,0.99884,0.99772,0.99499,0.9925,0.99884,0.99772,0.99499,0.96564,0.15783,0.24178,0.08775,0.75723,0,0.000343718,0.000343718,0.000343718
149,11743.9,0.20064,0.26345,0.15442,0.78702,0,0.99889,0.99765,0.99499,0.99249,0.99889,0.99765,0.99499,0.96542,0.15783,0.24179,0.08761,0.75723,0,0.000332298,0.000332298,0.000332298
150,11820.6,0.19936,0.26436,0.15228,0.78702,0,0.99878,0.99774,0.99499,0.99249,0.99878,0.99774,0.99499,0.96544,0.1577,0.24182,0.08756,0.75722,0,0.000321046,0.000321046,0.000321046
151,11897,0.19997,0.26328,0.15353,0.78723,0,0.99884,0.99766,0.99499,0.99241,0.99884,0.99766,0.99499,0.96555,0.15772,0.24179,0.08747,0.75722,0,0.000309964,0.000309964,0.000309964
152,11973.4,0.19966,0.26167,0.15337,0.78743,0,0.99884,0.99769,0.99499,0.99249,0.99884,0.99769,0.99499,0.96557,0.15785,0.24176,0.08761,0.75722,0,0.000299055,0.000299055,0.000299055
153,12050,0.19905,0.26244,0.1526,0.78716,0,0.99884,0.9977,0.99499,0.99249,0.99884,0.9977,0.99499,0.96557,0.15793,0.24179,0.08745,0.7572,0,0.000288321,0.000288321,0.000288321
154,12126.5,0.20015,0.26448,0.15415,0.78805,0,0.99882,0.99774,0.99499,0.99248,0.99882,0.99774,0.99499,0.96542,0.15781,0.24181,0.08738,0.7572,0,0.000277765,0.000277765,0.000277765
155,12202.9,0.19893,0.2624,0.15165,0.78789,0,0.99882,0.99773,0.99499,0.99248,0.99882,0.99773,0.99499,0.96552,0.15777,0.24182,0.08735,0.75719,0,0.00026739,0.00026739,0.00026739
156,12279.4,0.19841,0.26442,0.15108,0.7878,0,0.99883,0.99772,0.99499,0.99249,0.99883,0.99772,0.99499,0.96543,0.15779,0.24176,0.0873,0.75719,0,0.000257198,0.000257198,0.000257198
157,12355.9,0.19772,0.26145,0.14946,0.78665,0,0.99901,0.99753,0.99499,0.99249,0.99901,0.99753,0.99499,0.96555,0.15769,0.24173,0.08718,0.75717,0,0.000247192,0.000247192,0.000247192
158,12432.2,0.19835,0.26195,0.15103,0.7872,0,0.999,0.99755,0.99499,0.99248,0.999,0.99755,0.99499,0.9656,0.15754,0.24161,0.08707,0.75715,0,0.000237374,0.000237374,0.000237374
159,12508.5,0.19814,0.26273,0.15118,0.78785,0,0.999,0.99756,0.99499,0.99248,0.999,0.99756,0.99499,0.96545,0.15763,0.24164,0.08708,0.75714,0,0.000227747,0.000227747,0.000227747
160,12585,0.19799,0.26228,0.15003,0.78661,0,0.999,0.99757,0.99499,0.99249,0.999,0.99757,0.99499,0.96546,0.15746,0.24173,0.08699,0.75712,0,0.000218312,0.000218312,0.000218312
161,12661.5,0.19866,0.26125,0.15112,0.78782,0,0.99902,0.99757,0.99499,0.9925,0.99902,0.99757,0.99499,0.96562,0.15741,0.24164,0.08694,0.75712,0,0.000209073,0.000209073,0.000209073
162,12737.9,0.1984,0.26161,0.15068,0.78696,0,0.99906,0.99753,0.99499,0.99258,0.99906,0.99753,0.99499,0.96582,0.15733,0.24157,0.08698,0.7571,0,0.000200032,0.000200032,0.000200032
163,12814.7,0.19845,0.26121,0.14974,0.78762,0,0.99905,0.99756,0.99499,0.9925,0.99905,0.99756,0.99499,0.9658,0.15739,0.24161,0.08694,0.75709,0,0.00019119,0.00019119,0.00019119
164,12891.4,0.19814,0.2619,0.15034,0.78702,0,0.99906,0.99754,0.99499,0.99242,0.99906,0.99754,0.99499,0.96576,0.15736,0.24159,0.08706,0.75708,0,0.000182551,0.000182551,0.000182551
165,12968.3,0.19767,0.26137,0.14929,0.78726,0,0.99905,0.99755,0.99499,0.99241,0.99905,0.99755,0.99499,0.96558,0.15728,0.24161,0.087,0.75707,0,0.000174115,0.000174115,0.000174115
166,13044.8,0.19692,0.2599,0.14762,0.78625,0,0.99906,0.99757,0.99499,0.9925,0.99906,0.99757,0.99499,0.96579,0.15719,0.24158,0.08688,0.75706,0,0.000165886,0.000165886,0.000165886
167,13121.3,0.19728,0.26234,0.14907,0.78692,0,0.99906,0.99758,0.99499,0.99251,0.99906,0.99758,0.99499,0.96594,0.15728,0.24157,0.08689,0.75705,0,0.000157865,0.000157865,0.000157865
168,13197.9,0.19595,0.25834,0.14669,0.78687,0,0.99907,0.99764,0.99499,0.99249,0.99907,0.99764,0.99499,0.96572,0.15715,0.24155,0.08682,0.75703,0,0.000150055,0.000150055,0.000150055
169,13274.4,0.19687,0.26153,0.14598,0.78631,0,0.99895,0.99777,0.99499,0.9924,0.99895,0.99777,0.99499,0.96559,0.15727,0.24154,0.08682,0.75703,0,0.000142456,0.000142456,0.000142456
170,13351.3,0.19626,0.26047,0.14768,0.7869,0,0.99894,0.99778,0.99499,0.99238,0.99894,0.99778,0.99499,0.96567,0.1573,0.24152,0.08682,0.75701,0,0.000135072,0.000135072,0.000135072
171,13427.8,0.1963,0.26136,0.14596,0.78613,0,0.99901,0.99779,0.99499,0.99239,0.99901,0.99779,0.99499,0.96548,0.15726,0.24145,0.08681,0.75701,0,0.000127904,0.000127904,0.000127904
172,13504.4,0.19622,0.2597,0.14624,0.78642,0,0.99901,0.9978,0.99499,0.99251,0.99901,0.9978,0.99499,0.96571,0.15723,0.24142,0.08682,0.757,0,0.000120953,0.000120953,0.000120953
173,13581.1,0.19669,0.26099,0.14629,0.78622,0,0.99901,0.99786,0.99499,0.99251,0.99901,0.99786,0.99499,0.9656,0.15722,0.24133,0.08672,0.757,0,0.000114221,0.000114221,0.000114221
174,13657.7,0.19751,0.26102,0.14854,0.78746,0,0.99899,0.99787,0.99499,0.99249,0.99899,0.99787,0.99499,0.96562,0.15714,0.24132,0.08672,0.75698,0,0.000107711,0.000107711,0.000107711
175,13734.3,0.19602,0.25967,0.14601,0.78589,0,0.99899,0.99787,0.99499,0.99249,0.99899,0.99787,0.99499,0.96555,0.1571,0.24126,0.08666,0.75698,0,0.000101423,0.000101423,0.000101423
176,13810.5,0.19534,0.26008,0.14559,0.78621,0,0.99898,0.99788,0.99499,0.99258,0.99898,0.99788,0.99499,0.96562,0.15706,0.24123,0.0865,0.75696,0,9.53593e-05,9.53593e-05,9.53593e-05
177,13886.8,0.19619,0.26095,0.14689,0.78666,0,0.99899,0.99788,0.99499,0.99259,0.99899,0.99788,0.99499,0.96571,0.15707,0.2413,0.08662,0.75695,0,8.95213e-05,8.95213e-05,8.95213e-05
178,13963.4,0.19531,0.25908,0.14521,0.78628,0,0.999,0.99789,0.99499,0.99259,0.999,0.99789,0.99499,0.96576,0.15707,0.2413,0.08656,0.75695,0,8.39104e-05,8.39104e-05,8.39104e-05
179,14039.8,0.19597,0.25909,0.14673,0.78712,0,0.99902,0.99789,0.99499,0.99259,0.99902,0.99789,0.99499,0.96569,0.15705,0.24117,0.08649,0.75694,0,7.8528e-05,7.8528e-05,7.8528e-05
180,14116.3,0.19608,0.26126,0.14594,0.78677,0,0.99903,0.99785,0.99499,0.99259,0.99903,0.99785,0.99499,0.96564,0.157,0.24124,0.0865,0.75693,0,7.33755e-05,7.33755e-05,7.33755e-05
181,14194.6,0.16176,0.22614,0.09011,0.76519,0,0.99904,0.99782,0.99499,0.9926,0.99904,0.99782,0.99499,0.96564,0.1572,0.24126,0.08645,0.75694,0,6.8454e-05,6.8454e-05,6.8454e-05
182,14271.1,0.16077,0.22596,0.08918,0.76622,0,0.99901,0.99778,0.99499,0.99259,0.99901,0.99778,0.99499,0.96576,0.1572,0.24129,0.08651,0.75694,0,6.37649e-05,6.37649e-05,6.37649e-05
183,14348,0.16089,0.22564,0.08933,0.76497,0,0.99901,0.99777,0.99499,0.9926,0.99901,0.99777,0.99499,0.9657,0.15718,0.24129,0.08649,0.75693,0,5.93093e-05,5.93093e-05,5.93093e-05
184,14424.8,0.1608,0.22537,0.08925,0.76498,0,0.99901,0.99778,0.99499,0.9926,0.99901,0.99778,0.99499,0.96566,0.15711,0.24128,0.0865,0.75693,0,5.50882e-05,5.50882e-05,5.50882e-05
185,14501.5,0.16075,0.22514,0.08875,0.76485,0,0.99899,0.9978,0.99499,0.9926,0.99899,0.9978,0.99499,0.9656,0.15708,0.2412,0.08652,0.75691,0,5.11027e-05,5.11027e-05,5.11027e-05
186,14578.4,0.16088,0.22612,0.08868,0.76536,0,0.99899,0.9978,0.99499,0.9926,0.99899,0.9978,0.99499,0.96566,0.15708,0.24118,0.08656,0.75691,0,4.73538e-05,4.73538e-05,4.73538e-05
187,14655.3,0.1603,0.22527,0.08865,0.76509,0,0.99905,0.9977,0.99499,0.99259,0.99905,0.9977,0.99499,0.96571,0.15703,0.24113,0.08647,0.7569,0,4.38424e-05,4.38424e-05,4.38424e-05
188,14732.2,0.16083,0.22556,0.08851,0.76542,0,0.99862,0.99809,0.99499,0.99258,0.99862,0.99809,0.99499,0.96574,0.15709,0.24108,0.08654,0.7569,0,4.05694e-05,4.05694e-05,4.05694e-05
189,14809.4,0.16011,0.22459,0.08857,0.76511,0,0.99864,0.99813,0.99499,0.9926,0.99864,0.99813,0.99499,0.96558,0.15702,0.24104,0.08653,0.7569,0,3.75356e-05,3.75356e-05,3.75356e-05
190,14886.2,0.16028,0.22594,0.08839,0.76507,0,0.99875,0.99814,0.99499,0.9926,0.99875,0.99814,0.99499,0.96555,0.15703,0.241,0.08647,0.75689,0,3.47418e-05,3.47418e-05,3.47418e-05
191,14963.1,0.16034,0.22575,0.08843,0.7647,0,0.99864,0.99818,0.99499,0.9926,0.99864,0.99818,0.99499,0.96546,0.15706,0.24095,0.08638,0.75689,0,3.21885e-05,3.21885e-05,3.21885e-05
192,15040,0.16007,0.22502,0.08814,0.76434,0,0.99868,0.99818,0.99499,0.9926,0.99868,0.99818,0.99499,0.96543,0.15711,0.24094,0.08648,0.75689,0,2.98766e-05,2.98766e-05,2.98766e-05
193,15116.7,0.15952,0.22459,0.08782,0.76575,0,0.99865,0.99825,0.99499,0.9926,0.99865,0.99825,0.99499,0.96552,0.15702,0.24087,0.08637,0.75688,0,2.78064e-05,2.78064e-05,2.78064e-05
194,15193.5,0.16015,0.22478,0.08802,0.76492,0,0.99868,0.99824,0.99499,0.9926,0.99868,0.99824,0.99499,0.96554,0.15692,0.2408,0.08645,0.75687,0,2.59787e-05,2.59787e-05,2.59787e-05
195,15270.3,0.16001,0.22367,0.08803,0.7658,0,0.99869,0.99827,0.99499,0.9926,0.99869,0.99827,0.99499,0.96574,0.15714,0.24081,0.08641,0.75688,0,2.43937e-05,2.43937e-05,2.43937e-05
196,15347.1,0.16008,0.22481,0.08783,0.76555,0,0.99872,0.99828,0.99499,0.9926,0.99872,0.99828,0.99499,0.96572,0.15705,0.24075,0.0863,0.75687,0,2.30518e-05,2.30518e-05,2.30518e-05
197,15424,0.16008,0.22525,0.08781,0.76423,0,0.99867,0.9983,0.99499,0.99251,0.99867,0.9983,0.99499,0.96556,0.15704,0.24081,0.08639,0.75687,0,2.19535e-05,2.19535e-05,2.19535e-05
198,15500.8,0.1592,0.22379,0.08745,0.76532,0,0.99866,0.9983,0.99499,0.99269,0.99866,0.9983,0.99499,0.96563,0.15699,0.24077,0.08639,0.75687,0,2.1099e-05,2.1099e-05,2.1099e-05
199,15577.5,0.1598,0.22446,0.08772,0.76549,0,0.99869,0.99831,0.99498,0.99251,0.99869,0.99831,0.99498,0.96563,0.15702,0.24071,0.08641,0.75687,0,2.04885e-05,2.04885e-05,2.04885e-05
200,15654,0.15998,0.22473,0.08782,0.76542,0,0.99867,0.99827,0.99498,0.99269,0.99867,0.99827,0.99498,0.96559,0.15696,0.24066,0.0864,0.75686,0,2.01221e-05,2.01221e-05,2.01221e-05
